z min,min distance,max distance,k strongest,topic_filtered,radar_frameid,dataset,input_points_topic,scan_registered_latest_topic,scan_registered_keyframe_topic,odom_latest_topic,odom_keyframe_topic,use raw pointcloud,submap keyframes,resolution r,resample factor f,min. sensor distance [m],min. sensor rot. [deg],use keyframe,use initial guess,radar reversed,disable registration,soft velocity constraint,compensate,cost type,todom_est_topic,gt_topic,est_output_dir,gt_output_dir,sequence,job nr,nr_frames,Filtered points avg,Filtered points dev [σ],Filtered points count,Surface points avg,Surface points dev [σ],Surface points count,Registration avg,Registration dev [σ],Registration count,Filtering avg,Filtering dev [σ],Filtering count,Trans.err. [%],Rot.err. [deg/100m],ATE [m],RPE [m],RPE-dev [m],RPE [deg],RPE-dev [deg],bias-x [m],bias-y [m],bias-theta [deg]
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_610/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_610/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 610, 7665, 15193.872571, 607232.996022, 7667, 543.681623, 13481.596953, 7667, 51.913487, 507.451994, 7667, 21.259628, 27.537098, 7667,1.645,0.471,47.483,0.05,0.042,0.057,0.057,-0.021,0.0,0.003
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_510/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_510/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 510, 7402, 21743.909103, 3256951.744709, 7404, 467.150054, 15455.435750, 7404, 52.996404, 638.627500, 7404, 38.175579, 133.984418, 7404,1.246,0.411,19.898,0.059,0.05,0.057,0.058,-0.016,0.001,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_798/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_798/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 798, 7466, 21689.169255, 3427638.762997, 7468, 919.808918, 38730.378726, 7468, 98.868631, 1668.214636, 7468, 38.297327, 131.517299, 7468,1.5,0.425,34.488,0.052,0.055,0.057,0.054,-0.02,-0.01,0.002
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_753/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_753/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 753, 7665, 11680.645755, 131366.675606, 7667, 372.803182, 7706.275467, 7667, 50.806822, 622.358607, 7667, 14.631853, 14.494736, 7667,1.496,0.437,32.24,0.053,0.046,0.058,0.06,-0.021,0.001,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_265/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_265/gt/, 2019-01-10-11-46-21-radar-oxford-10k, 265, 8865, 4788.401150, 3539.279814, 8867, 298.274275, 3536.206266, 8867, 32.213523, 259.039437, 8867, 7.056244, 3.835925, 8867,1.427,0.463,56.614,0.048,0.044,0.065,0.061,-0.017,-0.009,0.003
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_397/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_397/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 397, 7402, 4791.850351, 3962.259615, 7404, 297.033090, 3131.306442, 7404, 24.491077, 140.160647, 7404, 6.304418, 3.218386, 7404,1.586,0.509,70.885,0.049,0.04,0.069,0.064,-0.02,0.0,0.004
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_928/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_928/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 928, 7466, 15232.166577, 602591.382536, 7468, 688.721880, 20393.914481, 7468, 111.982558, 2317.100794, 7468, 21.501538, 30.717081, 7468,1.498,0.442,51.138,0.051,0.055,0.057,0.054,-0.023,-0.01,0.003
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_700/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_700/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 700, 7665, 15193.872571, 607232.996022, 7667, 389.460415, 9370.693718, 7667, 43.679044, 365.348098, 7667, 21.850879, 27.490932, 7667,1.394,0.444,32.552,0.055,0.047,0.06,0.061,-0.016,0.001,0.002
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_772/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_772/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 772, 7665, 15193.872571, 607232.996022, 7667, 360.220816, 8247.763292, 7667, 47.392456, 473.932683, 7667, 21.454632, 31.134238, 7667,1.378,0.416,25.042,0.056,0.045,0.059,0.061,-0.018,0.001,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1022/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1022/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1022, 8281, 7968.239406, 10307.320567, 8283, 255.776892, 4625.970023, 8283, 19.407776, 85.380005, 8283, 9.514412, 6.125433, 8283,1.249,0.442,19.781,0.054,0.049,0.061,0.063,-0.016,0.001,0.002
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1169/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1169/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1169, 8281, 18420.431969, 1754362.370447, 8283, 396.212000, 12581.675688, 8283, 52.626266, 703.654828, 8283, 28.590665, 64.045000, 8283,1.267,0.406,16.391,0.054,0.046,0.056,0.06,-0.016,0.001,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_112/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_112/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 112, 8617, 15149.043509, 527636.161815, 8619, 353.804618, 8771.203501, 8619, 38.864457, 310.014385, 8619, 21.798559, 30.569062, 8619,1.252,0.355,7.567,0.059,0.049,0.058,0.057,-0.015,-0.009,0.0
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_899/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_899/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 899, 7466, 18564.120246, 1629612.771293, 7468, 446.855785, 11525.662250, 7468, 49.848655, 517.176864, 7468, 28.721696, 63.994618, 7468,1.441,0.402,15.928,0.06,0.058,0.058,0.058,-0.018,-0.01,0.001
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1468/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1468/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1468, 8538, 15272.696604, 522105.594953, 8540, 549.610773, 13794.802366, 8540, 48.679366, 269.499083, 8540, 17.130396, 8.423859, 8540,1.483,0.408,29.321,0.041,0.033,0.054,0.051,-0.019,-0.002,0.002
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1584/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1584/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1584, 8538, 21800.999883, 3114584.551874, 8540, 376.110422, 9488.357479, 8540, 38.298282, 166.922485, 8540, 31.514287, 42.715210, 8540,1.304,0.396,8.235,0.064,0.056,0.059,0.058,-0.016,-0.001,0.0
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_668/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_668/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 668, 7665, 7958.861093, 14576.084396, 7667, 370.284727, 5927.115618, 7667, 42.076606, 431.604940, 7667, 9.595443, 7.438961, 7667,1.626,0.482,49.786,0.047,0.041,0.06,0.059,-0.02,0.0,0.003
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_133/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_133/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 133, 8617, 4786.527439, 4098.189379, 8619, 291.825502, 3019.647471, 8619, 39.953861, 372.038282, 8619, 7.046627, 3.518673, 8619,1.453,0.454,52.232,0.046,0.038,0.066,0.06,-0.018,-0.009,0.003
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1538/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1538/gt/, 2019-01-17-13-26-39-radar-oxford-10k, 1538, 8538, 7962.631265, 11309.550568, 8540, 312.273068, 5157.047448, 8540, 30.550892, 136.520005, 8540, 7.657808, 0.913368, 8540,1.371,0.404,25.094,0.045,0.034,0.059,0.056,-0.019,-0.002,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_120/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_120/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 120, 8617, 21564.770043, 2854299.148651, 8619, 422.258151, 13473.520433, 8619, 48.513082, 483.457167, 8619, 39.176024, 129.179185, 8619,1.24,0.367,11.275,0.064,0.057,0.056,0.056,-0.014,-0.008,-0.0
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_480/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_480/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 480, 7402, 21743.909103, 3256951.744709, 7404, 719.331713, 26283.019356, 7404, 86.493761, 1498.323998, 7404, 37.746215, 125.043267, 7404,1.492,0.438,34.142,0.051,0.042,0.054,0.054,-0.022,0.001,0.002
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_595/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_595/gt/, 2019-01-18-14-46-59-radar-oxford-10k, 595, 7665, 4788.990740, 4935.464503, 7667, 291.787140, 3337.158029, 7667, 25.608628, 145.770633, 7667, 7.154339, 3.468224, 7667,1.651,0.518,65.089,0.048,0.042,0.068,0.064,-0.02,0.0,0.004
 40, 2.5, 130, 40, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1306/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1306/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1306, 7509, 15275.044202, 502764.155948, 7511, 332.753428, 6924.750013, 7511, 26.907919, 83.857098, 7511, 17.054301, 6.862350, 7511,1.284,0.394,16.918,0.066,0.05,0.062,0.06,-0.017,-0.01,0.001
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 2.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1292/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1292/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1292, 7509, 7964.250965, 11993.522291, 7511, 248.326055, 3938.452202, 7511, 18.860548, 51.278577, 7511, 7.584553, 0.874171, 7511,1.316,0.401,20.633,0.062,0.047,0.066,0.062,-0.018,-0.01,0.001
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 1.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_156/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_156/gt/, 2019-01-10-12-32-52-radar-oxford-10k, 156, 8617, 21564.770043, 2854299.148651, 8619, 638.864369, 23228.732387, 8619, 91.928643, 1658.279290, 8619, 38.777091, 126.421139, 8619,1.32,0.371,18.214,0.052,0.044,0.051,0.05,-0.019,-0.009,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 2.75, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1235/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1235/gt/, 2019-01-16-13-09-37-radar-oxford-10k, 1235, 7509, 18630.096259, 1396037.115618, 7511, 411.870057, 10789.339792, 7511, 39.082096, 274.926312, 7511, 30.427056, 70.332991, 7511,1.264,0.416,21.307,0.065,0.053,0.06,0.058,-0.014,-0.01,0.002
 40, 2.5, 130, 20, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_590/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_590/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 590, 7402, 7963.048487, 12851.905672, 7404, 195.557536, 2484.833129, 7404, 22.482560, 115.973955, 7404, 9.817894, 7.659663, 7404,1.365,0.415,17.288,0.07,0.054,0.072,0.072,-0.019,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.25, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1115/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_1115/gt/, 2019-01-18-15-20-12-radar-oxford-10k, 1115, 8281, 18420.431969, 1754362.370447, 8283, 343.740191, 8928.350222, 8283, 38.722081, 288.916525, 8283, 29.182429, 63.620177, 8283,1.197,0.406,12.531,0.06,0.051,0.058,0.061,-0.016,0.001,0.001
 40, 2.5, 130, 30, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 3, 1.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_411/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_411/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 411, 7402, 11714.623042, 120979.957713, 7404, 446.783495, 9231.693131, 7404, 40.742706, 306.744448, 7404, 14.344496, 12.747784, 7404,1.587,0.471,47.077,0.051,0.041,0.057,0.056,-0.022,0.0,0.003
 40, 2.5, 130, 60, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 3, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_582/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_582/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 582, 7402, 21743.909103, 3256951.744709, 7404, 430.829417, 13484.535056, 7404, 60.432782, 767.989402, 7404, 39.625634, 135.834453, 7404,1.293,0.402,16.157,0.063,0.054,0.058,0.059,-0.018,0.001,0.001
 40, 2.5, 130, 12, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 5, 2, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_553/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_553/gt/, 2019-01-18-14-14-42-radar-oxford-10k, 553, 7402, 4791.850351, 3962.259615, 7404, 210.986629, 2522.755494, 7404, 24.118763, 170.421729, 7404, 6.896999, 3.765141, 7404,1.351,0.396,19.354,0.057,0.047,0.071,0.068,-0.021,0.001,0.001
 40, 2.5, 130, 50, /Navtech/Filtered, sensor_est, oxford, /Navtech/Filtered, radar_registered, radar_registered_keyframe, radar_odom, radar_odom_keyframe, false, 4, 3.5, 1, 1.5, 5, true, true, false, false, false, true," ""P2P""", , , /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_923/est/, /home/daniel/rosbag/oxford-eval-sequences/eval/high_kstrong_lowres_2021-07-19_01:13/job_923/gt/, 2019-01-16-11-53-11-radar-oxford-10k, 923, 7466, 18564.120246, 1629612.771293, 7468, 332.468666, 6838.531557, 7468, 37.857804, 284.455390, 7468, 29.344648, 71.166481, 7468,1.568,0.415,16.039,0.071,0.066,0.063,0.064,-0.02,-0.01,0.0
